Date,Open,High,Low,Close,Adj Close,Volume
1998-02-10,17.6955,17.953,17.3572,17.4065,17.4065,4818864
1998-02-11,17.3818,17.6728,17.1263,17.3147,17.3147,2935752
1998-02-12,17.2792,17.7863,17.1471,17.5278,17.5278,3909421
1998-02-13,17.5052,18.098,17.448,18.0546,18.0546,4637409
1998-02-17,18.2026,18.607,18.1434,18.1641,18.1641,4955502
1998-02-18,17.9905,18.0122,17.6176,17.7863,17.7863,3092332
1998-02-19,17.7863,17.7863,17.3572,17.4834,17.4834,2560280
1998-02-20,17.448,17.8849,16.9991,17.7399,17.7399,4525100
1998-02-23,17.7635,17.7635,17.5278,17.5515,17.5515,2647180
1998-02-24,17.5742,17.8061,17.5278,17.7182,17.7182,3090428
1998-02-25,17.7182,18.031,17.5742,17.9076,17.9076,2019204
1998-02-26,17.8425,18.1216,17.7399,17.9323,17.9323,2094622
1998-02-27,17.9905,18.4127,17.7399,18.3919,18.3919,2018653
1998-03-02,18.0772,18.2026,17.9076,18.0546,18.0546,1975748
1998-03-03,17.9747,18.2026,17.5939,17.7182,17.7182,4321787
1998-03-04,17.5742,17.7635,17.4686,17.5515,17.5515,3323796
1998-03-05,17.4686,17.5052,17.1915,17.2575,17.2575,1908258
1998-03-06,17.3374,18.0122,17.3374,17.9747,17.9747,3753653
1998-03-09,17.8061,18.0772,17.6728,17.8662,17.8662,2771793
1998-03-10,17.8425,18.2904,17.8199,18.2026,18.2026,3112559
1998-03-11,18.3111,18.6258,18.1641,18.2223,18.2223,2717410
1998-03-12,18.246,19.1772,18.2223,18.8734,18.8734,3426271
1998-03-13,19.1772,19.346,18.9207,18.9395,18.9395,3218861
1998-03-16,18.9612,19.5551,18.7954,19.489,19.489,2332915
1998-03-17,19.4012,19.5353,19.2542,19.3794,19.3794,2092711
1998-03-18,19.4012,19.7247,19.3794,19.5699,19.5699,3315599
1998-03-19,19.5107,19.9742,18.8734,18.8961,18.8961,19856427
1998-03-20,19.0075,19.1081,18.6484,18.8961,18.8961,5690597
1998-03-23,18.7086,19.1772,18.5015,18.9612,18.9612,2951875
1998-03-24,18.9395,19.2778,18.8734,19.0657,19.0657,2157750
1998-03-25,19.0885,19.1081,18.5824,18.687,18.687,3611008
1998-03-26,18.5015,18.607,18.2026,18.4601,18.4601,3887829
1998-03-27,18.4127,18.8398,18.4127,18.7086,18.7086,2715494
1998-03-30,18.536,18.6692,18.4127,18.536,18.536,1632797
1998-03-31,18.536,18.824,18.4601,18.5587,18.5587,2481304
1998-04-01,18.5587,18.5587,18.031,18.2223,18.2223,3790547
1998-04-02,18.246,18.2904,17.9323,18.1799,18.1799,4744535
1998-04-03,18.1799,18.3703,17.8662,18.2904,18.2904,3325709
1998-04-06,18.5143,18.6258,18.3338,18.3703,18.3703,2579403
1998-04-07,18.3919,18.5015,18.1641,18.3919,18.3919,2152824
1998-04-08,18.2223,18.5015,18.1641,18.2904,18.2904,2914168
1998-04-09,18.4127,18.5824,18.3111,18.4827,18.4827,3152728
1998-04-13,18.4827,18.5143,18.2677,18.3338,18.3338,2857595
1998-04-14,18.3338,19.0431,18.2904,18.9395,18.9395,5268393
1998-04-15,18.9859,19.4228,18.8398,19.0885,19.0885,5520899
1998-04-16,19.4228,19.4682,18.9612,19.0283,19.0283,4339823
1998-04-17,19.2966,19.4446,18.9207,19.2196,19.2196,5132305
1998-04-20,19.1081,19.2542,18.9859,19.2542,19.2542,3710206
1998-04-21,19.2542,19.2966,19.0657,19.2542,19.2542,2463540
1998-04-22,19.2542,19.7247,19.2334,19.489,19.489,3683148
1998-04-23,19.489,19.7247,19.4446,19.6557,19.6557,4567458
1998-04-24,19.6359,19.6359,19.2542,19.2778,19.2778,4685781
1998-04-27,18.9859,19.0283,18.7284,18.7481,18.7481,3962156
1998-04-28,18.8536,18.8536,18.687,18.7481,18.7481,3283896
1998-04-29,18.7708,18.8961,18.6258,18.687,18.687,2079595
1998-04-30,18.7708,19.346,18.7481,19.2778,19.2778,1765602
1998-05-01,19.3232,19.5107,19.1289,19.346,19.346,1282460
1998-05-04,19.3864,19.489,19.0885,19.2196,19.2196,2086699
1998-05-05,19.2196,19.2196,18.7708,18.9395,18.9395,2271428
1998-05-06,18.9395,18.9859,18.7284,18.7481,18.7481,1598911
1998-05-07,18.7954,18.9207,18.5824,18.7284,18.7284,2237818
1998-05-08,18.8536,19.0075,18.7481,18.8961,18.8961,1665587
1998-05-11,18.8172,19.0283,18.7954,18.8172,18.8172,1268525
1998-05-12,18.8961,19.2966,18.8734,19.2778,19.2778,1979575
1998-05-13,19.2334,19.5107,19.2196,19.2542,19.2542,1701934
1998-05-14,19.2966,19.9368,19.2542,19.9368,19.9368,3229245
1998-05-15,19.9368,20.0374,19.5107,19.5767,19.5767,3997139
1998-05-18,19.5107,19.9832,19.4682,19.7691,19.7691,2618757
1998-05-19,19.849,19.9604,19.6172,19.8244,19.8244,1737730
1998-05-20,19.8036,20.2288,19.8036,20.2288,20.2288,2579403
1998-05-21,20.2288,20.5721,20.1055,20.5504,20.5504,2904327
1998-05-22,20.508,20.5268,19.5995,19.8244,19.8244,2652914
1998-05-26,19.9832,19.9832,19.1772,19.1772,19.1772,2200923
1998-05-27,19.0885,19.3232,18.8734,19.2196,19.2196,3298932
1998-05-28,19.1772,19.2196,18.8536,19.1289,19.1289,1712319
1998-05-29,19.0431,19.1081,18.607,18.607,18.607,2497698
1998-06-01,18.687,19.0075,18.5587,18.7086,18.7086,2947502
1998-06-02,18.7954,18.833,18.3485,18.536,18.536,2862514
1998-06-03,18.6258,18.9612,18.4511,18.4739,18.4739,1996519
1998-06-04,18.4945,18.7481,18.246,18.7284,18.7284,1757677
1998-06-05,18.7954,19.2334,18.607,19.1289,19.1289,2019204
1998-06-08,19.0075,19.0885,18.8536,18.9395,18.9395,3245915
1998-06-09,19.0283,19.0885,18.6258,19.0657,19.0657,3333363
1998-06-10,18.9207,18.9612,18.1128,18.246,18.246,6097229
1998-06-11,18.246,18.2608,17.6896,17.7103,17.7103,5400659
1998-06-12,17.7793,17.8199,17.2861,17.6097,17.6097,5743063
1998-06-15,17.6896,18.5143,17.52,17.734,17.734,5094868
1998-06-16,17.8583,17.9244,17.5663,17.7793,17.7793,2832460
1998-06-17,18.6258,18.6258,18.2835,18.3919,18.3919,4307302
1998-06-18,18.2835,18.4739,17.9905,18.4511,18.4511,2416540
