Date,Open,High,Low,Close,Adj Close,Volume
1981-01-12,2.88776,2.93755,2.88776,2.89389,2.89389,13852156
1981-01-13,2.89389,2.95,2.89389,2.95,2.95,5288959
1981-01-14,2.95,2.96857,2.90623,2.91888,2.91888,6390716
1981-01-15,2.91888,2.97479,2.90623,2.97479,2.97479,5966570
1981-01-16,2.97479,2.99377,2.95603,2.98112,2.98112,8252840
1981-01-19,2.98112,2.98112,2.95603,2.96857,2.96857,4052715
1981-01-20,2.96857,2.97479,2.91255,2.91255,2.91255,5213952
1981-01-21,2.90623,2.90623,2.87521,2.89389,2.89389,4081160
1981-01-22,2.89389,2.89389,2.85022,2.86276,2.86276,4339793
1981-01-23,2.85644,2.85644,2.83778,2.83778,2.83778,3522521
1981-01-26,2.83778,2.85022,2.83165,2.83778,2.83778,3695797
1981-01-27,2.83778,2.89389,2.83165,2.89389,2.89389,5596728
1981-01-28,2.89389,2.89389,2.85644,2.85644,2.85644,5984670
1981-01-29,2.85644,2.89389,2.85644,2.88776,2.88776,9168388
1981-01-30,2.88776,2.925,2.87521,2.89389,2.89389,13503002
1981-02-02,2.88144,2.88144,2.81901,2.82542,2.82542,13373697
1981-02-03,2.80704,2.80704,2.76932,2.80704,2.80704,8599406
1981-02-04,2.80704,2.81901,2.78186,2.78186,2.78186,6677796
1981-02-05,2.78186,2.80053,2.78186,2.80053,2.80053,5431204
1981-02-06,2.80053,2.81901,2.77563,2.78186,2.78186,11051206
1981-02-09,2.76309,2.76309,2.72554,2.72554,2.72554,6631241
1981-02-10,2.72554,2.73207,2.70085,2.70698,2.70698,17232437
1981-02-11,2.70698,2.71349,2.65115,2.65115,2.65115,8226982
1981-02-12,2.65718,2.68227,2.65718,2.67605,2.67605,4564800
1981-02-13,2.67605,2.67605,2.64492,2.65718,2.65718,6240711
1981-02-17,2.6636,2.72554,2.6636,2.71952,2.71952,6998493
1981-02-18,2.71952,2.72554,2.70085,2.70698,2.70698,4898430
1981-02-19,2.70085,2.70085,2.64492,2.64492,2.64492,5105330
1981-02-20,2.63238,2.63238,2.61351,2.62646,2.62646,6370028
1981-02-23,2.62646,2.65115,2.60758,2.63238,2.63238,5813978
1981-02-24,2.63238,2.65115,2.62646,2.63238,2.63238,6147605
1981-02-25,2.63238,2.66992,2.59523,2.66992,2.66992,5772594
1981-02-26,2.66992,2.67605,2.63238,2.65115,2.65115,7060564
1981-02-27,2.65115,2.68227,2.63851,2.68227,2.68227,5294134
1981-03-02,2.68227,2.71952,2.6636,2.70698,2.70698,6623480
1981-03-03,2.70698,2.70698,2.66992,2.66992,2.66992,3367346
1981-03-04,2.66992,2.67605,2.65115,2.65115,2.65115,4073406
1981-03-05,2.64492,2.64492,2.58901,2.59523,2.59523,4813079
1981-03-06,2.59523,2.60156,2.53902,2.57033,2.57033,10104627
1981-03-09,2.58268,2.61351,2.58268,2.59523,2.59523,5436379
1981-03-10,2.60758,2.63238,2.60758,2.62013,2.62013,10996897
1981-03-11,2.61351,2.61351,2.58268,2.59523,2.59523,4800151
1981-03-12,2.60156,2.67605,2.60156,2.66992,2.66992,6646757
1981-03-13,2.66992,2.67605,2.61351,2.61351,2.61351,9866687
1981-03-16,2.61351,2.65115,2.60758,2.63238,2.63238,4624285
1981-03-17,2.63238,2.65115,2.59523,2.60156,2.60156,9985661
1981-03-18,2.60156,2.61351,2.57666,2.58901,2.58901,6403645
1981-03-19,2.58268,2.58268,2.52054,2.53289,2.53289,12747810
1981-03-20,2.53902,2.57666,2.53902,2.56392,2.56392,13042651
1981-03-23,2.57666,2.63238,2.57666,2.63238,2.63238,13086615
1981-03-24,2.63238,2.67605,2.61351,2.63238,2.63238,12473669
1981-03-25,2.63238,2.66992,2.63238,2.66992,2.66992,6783834
1981-03-26,2.66992,2.66992,2.61351,2.61351,2.61351,7567478
1981-03-27,2.61351,2.61351,2.57033,2.58901,2.58901,7650238
1981-03-30,2.58901,2.59523,2.57033,2.57033,2.57033,6292433
1981-03-31,2.57033,2.58901,2.53902,2.55769,2.55769,9349425
1981-04-01,2.55769,2.57033,2.54524,2.56392,2.56392,6326061
1981-04-02,2.55769,2.55769,2.53289,2.54524,2.54524,7285568
1981-04-03,2.54524,2.55769,2.53289,2.53902,2.53902,9820132
1981-04-06,2.53902,2.53902,2.50819,2.53902,2.53902,6421750
1981-04-07,2.53902,2.54524,2.52054,2.53902,2.53902,7683861
1981-04-08,2.53902,2.55769,2.53902,2.55769,2.55769,4249264
1981-04-09,2.55157,2.55157,2.49575,2.52686,2.52686,12163312
1981-04-10,2.52686,2.53902,2.50819,2.52054,2.52054,6975219
1981-04-13,2.50819,2.50819,2.48913,2.49575,2.49575,14015094
1981-04-14,2.49575,2.50168,2.4831,2.48913,2.48913,12411600
1981-04-15,2.48913,2.51422,2.48913,2.51422,2.51422,12812468
1981-04-16,2.51422,2.52686,2.50168,2.52054,2.52054,11289150
1981-04-20,2.52054,2.52054,2.48913,2.52054,2.52054,7104527
1981-04-21,2.52054,2.52054,2.49575,2.49575,2.49575,8226982
1981-04-22,2.49575,2.50819,2.4831,2.50168,2.50168,9866687
1981-04-23,2.49575,2.49575,2.46452,2.46452,2.46452,11286560
1981-04-24,2.46452,2.52054,2.46452,2.51422,2.51422,12675400
1981-04-27,2.51422,2.55769,2.51422,2.55157,2.55157,7407129
1981-04-28,2.55157,2.55769,2.51422,2.55157,2.55157,9339085
1981-04-29,2.55157,2.55157,2.52054,2.54524,2.54524,8030426
1981-04-30,2.54524,2.56392,2.53902,2.55157,2.55157,12980578
1981-05-01,2.55157,2.57666,2.54524,2.55769,2.55769,8488196
1981-05-04,2.55157,2.55157,2.52054,2.52054,2.52054,6910563
1981-05-05,2.52054,2.53902,2.50168,2.53902,2.53902,11118450
1981-05-06,2.53902,2.55157,2.52054,2.53289,2.53289,11987446
1981-05-07,2.53289,2.55157,2.52686,2.53902,2.53902,14687527
1981-05-08,2.53902,2.53902,2.52054,2.53289,2.53289,17480718
1981-05-11,2.47697,2.47697,2.40871,2.42116,2.42116,6936426
1981-05-12,2.42116,2.42116,2.40209,2.42116,2.42116,13572839
1981-05-13,2.42116,2.42728,2.37107,2.38342,2.38342,10960687
1981-05-14,2.38342,2.40871,2.37107,2.39626,2.39626,8966661
1981-05-15,2.39626,2.41473,2.39003,2.40209,2.40209,7844211
1981-05-18,2.42116,2.44585,2.42116,2.44585,2.44585,7883005
1981-05-19,2.44585,2.45179,2.39003,2.41473,2.41473,12109000
1981-05-20,2.41473,2.42728,2.40871,2.41473,2.41473,5583795
1981-05-21,2.41473,2.42116,2.39003,2.40209,2.40209,5384652
1981-05-22,2.40209,2.40871,2.38342,2.39626,2.39626,5552759
1981-05-26,2.40871,2.49575,2.40871,2.48913,2.48913,12902992
1981-05-27,2.48913,2.52054,2.47697,2.50819,2.50819,14615112
1981-05-28,2.50819,2.50819,2.42728,2.4581,2.4581,11508981
1981-05-29,2.44585,2.44585,2.40209,2.40871,2.40871,8449401
1981-06-01,2.41473,2.43963,2.41473,2.42728,2.42728,9036489
1981-06-02,2.42728,2.44585,2.40871,2.42116,2.42116,13399551
1981-06-03,2.42116,2.42116,2.38342,2.42116,2.42116,10122731
1981-06-04,2.42116,2.43311,2.42116,2.43311,2.43311,9152875
1981-06-05,2.43963,2.49575,2.43963,2.49575,2.49575,9217533
1981-06-08,2.49575,2.50168,2.4581,2.47065,2.47065,7756283
1981-06-09,2.47065,2.49575,2.45179,2.4831,2.4831,6266572
1981-06-10,2.4831,2.53289,2.47697,2.52054,2.52054,7541619
1981-06-11,2.53289,2.54524,2.53289,2.53902,2.53902,5819146
1981-06-12,2.65115,2.65115,2.47697,2.50168,2.50168,5184212
1981-06-15,2.53289,2.57033,2.53289,2.53902,2.53902,6335110
1981-06-16,2.53902,2.53902,2.50168,2.52054,2.52054,7180832
1981-06-17,2.52054,2.63238,2.50168,2.63238,2.63238,9132183
1981-06-18,2.63238,2.64492,2.57666,2.60758,2.60758,8572252
1981-06-19,2.60758,2.63238,2.57666,2.63238,2.63238,9538228
1981-06-22,2.63238,2.65115,2.61351,2.63238,2.63238,5960099
1981-06-23,2.61351,2.61351,2.55769,2.60758,2.60758,9180031
1981-06-24,2.60758,2.60758,2.57666,2.58901,2.58901,5666557
1981-06-25,2.58901,2.63238,2.58901,2.61351,2.61351,5731209
1981-06-26,2.61351,2.61351,2.57033,2.58901,2.58901,4249264
1981-06-29,2.58901,2.59523,2.55769,2.57033,2.57033,3986759
1981-06-30,2.57033,2.57033,2.53902,2.55157,2.55157,5648451
1981-07-01,2.55157,2.57033,2.52054,2.53902,2.53902,5532070
1981-07-02,2.53902,2.57033,2.47697,2.50168,2.50168,7535150
1981-07-06,2.50168,2.53289,2.46452,2.51422,2.51422,10880508
1981-07-07,2.53289,2.57033,2.53289,2.55769,2.55769,7857144
1981-07-08,2.55769,2.60758,2.53902,2.57666,2.57666,6385545
1981-07-09,2.57666,2.58901,2.53902,2.57666,2.57666,6126917
1981-07-10,2.57666,2.57666,2.55157,2.55769,2.55769,3532870
1981-07-13,2.55769,2.57666,2.55769,2.55769,2.55769,3291055
1981-07-14,2.55769,2.57033,2.53289,2.55769,2.55769,5525601
1981-07-15,2.55769,2.57033,2.53289,2.53289,2.53289,8353708
1981-07-16,2.53289,2.57033,2.53289,2.55769,2.55769,5595434
1981-07-17,2.55769,2.57033,2.53902,2.55157,2.55157,5480345
1981-07-20,2.55157,2.55157,2.51422,2.53289,2.53289,5330341
1981-07-21,2.52054,2.52054,2.4831,2.49575,2.49575,5663966
1981-07-22,2.49575,2.52054,2.4831,2.50168,2.50168,9430901
1981-07-23,2.50168,2.55769,2.49575,2.55157,2.55157,7782142
1981-07-24,2.55157,2.60758,2.55157,2.58901,2.58901,4610057
1981-07-27,2.60758,2.65115,2.60758,2.64492,2.64492,5330341
1981-07-28,2.64492,2.65115,2.60758,2.61351,2.61351,6474768
1981-07-29,2.61351,2.62646,2.59523,2.59523,2.59523,3584594
1981-07-30,2.59523,2.61351,2.58901,2.59523,2.59523,5803627
1981-07-31,2.59523,2.61351,2.58901,2.59523,2.59523,5353616
1981-08-03,2.59523,2.61351,2.58901,2.59523,2.59523,6028634
1981-08-04,2.59523,2.61351,2.58901,2.61351,2.61351,3628561
1981-08-05,2.61351,2.65115,2.61351,2.65115,2.65115,6778658
1981-08-06,2.65115,2.68227,2.64492,2.65115,2.65115,5268268
1981-08-07,2.62646,2.62646,2.59523,2.60758,2.60758,6338992
1981-08-10,2.60758,2.63238,2.59523,2.62646,2.62646,5656207
1981-08-11,2.62646,2.65115,2.62646,2.64492,2.64492,6990735
1981-08-12,2.64492,2.6636,2.61351,2.61351,2.61351,10158942
1981-08-13,2.61351,2.61351,2.59523,2.59523,2.59523,5784228
1981-08-14,2.59523,2.62646,2.59523,2.61351,2.61351,4771699
1981-08-17,2.61351,2.63238,2.58901,2.58901,2.58901,9183911
1981-08-18,2.58901,2.61351,2.53289,2.58901,2.58901,5610948
1981-08-19,2.58901,2.58901,2.53902,2.57666,2.57666,4087633
1981-08-20,2.57666,2.59523,2.57666,2.59523,2.59523,3049236
1981-08-21,2.57666,2.57666,2.53289,2.55157,2.55157,4522124
1981-08-24,2.53289,2.53289,2.46452,2.47697,2.47697,10717586
1981-08-25,2.46452,2.46452,2.42728,2.4581,2.4581,7811880
1981-08-26,2.4581,2.47697,2.44585,2.46452,2.46452,4722559
1981-08-27,2.46452,2.52054,2.44585,2.4581,2.4581,4333326
1981-08-28,2.4581,2.46452,2.42728,2.4581,2.4581,5335519
1981-08-31,2.4581,2.4831,2.40871,2.42116,2.42116,4171682
1981-09-01,2.42116,2.4581,2.42116,2.4581,2.4581,3774684
1981-09-02,2.4581,2.47697,2.43963,2.44585,2.44585,3240620
1981-09-03,2.44585,2.46452,2.42116,2.43963,2.43963,3925983
1981-09-04,2.43963,2.44585,2.39003,2.39003,2.39003,6007946
1981-09-08,2.39003,2.40209,2.33392,2.35229,2.35229,6626071
1981-09-09,2.35229,2.39003,2.30893,2.37107,2.37107,7180832
1981-09-10,2.38342,2.44585,2.38342,2.44585,2.44585,12512458
1981-09-11,2.44585,2.51422,2.42116,2.50168,2.50168,6126917
1981-09-14,2.47697,2.47697,2.44585,2.4581,2.4581,2825518
1981-09-15,2.4581,2.4581,2.37107,2.37107,2.37107,6498048
1981-09-16,2.37107,2.39003,2.35229,2.37107,2.37107,6954526
1981-09-17,2.37107,2.40209,2.35229,2.35229,2.35229,5517847
1981-09-18,2.35229,2.35229,2.30893,2.32118,2.32118,14282779
1981-09-21,2.32118,2.35229,2.30893,2.34627,2.34627,6174762
1981-09-22,2.33392,2.33392,2.3028,2.30893,2.30893,7107117
1981-09-23,2.30893,2.34627,2.2528,2.3028,2.3028,6388131
1981-09-24,2.3028,2.32739,2.23424,2.26515,2.26515,14476745
1981-09-25,2.2528,2.2528,2.21576,2.23424,2.23424,14396572
1981-09-28,2.23424,2.30893,2.20925,2.30893,2.30893,10623175
1981-09-29,2.30893,2.36494,2.29015,2.32739,2.32739,8657597
1981-09-30,2.32739,2.32739,2.3028,2.32118,2.32118,4794972
1981-10-01,2.32118,2.32118,2.23424,2.29015,2.29015,14395280
1981-10-02,2.29015,2.33392,2.28432,2.32118,2.32118,9988246
1981-10-05,2.32118,2.34627,2.27138,2.29015,2.29015,7925683
1981-10-06,2.29015,2.33392,2.2528,2.29015,2.29015,7661880
1981-10-07,2.29015,2.29015,2.26515,2.29015,2.29015,9142530
1981-10-08,2.29015,2.3028,2.24697,2.29015,2.29015,5309648
1981-10-09,2.29015,2.3028,2.26515,2.27138,2.27138,5904489
1981-10-12,2.27138,2.3028,2.26515,2.3028,2.3028,4678591
1981-10-13,2.3028,2.32118,2.27138,2.27138,2.27138,6778658
1981-10-14,2.27138,2.29015,2.23424,2.23424,2.23424,9524004
1981-10-15,2.23424,2.26515,2.23424,2.2528,2.2528,8821830
